Age,Review Text,Rating,Positive Feedback Count,Department Name
52,,5,1,Intimate
30,,5,1,Tops
34,,5,0,Dresses
35,,5,0,Tops
60,,4,0,Dresses
53,,5,0,Tops
25,,5,1,Dresses
65,,1,0,Dresses
63,,3,0,Dresses
31,,5,10,Tops
32,,5,0,Tops
33,,5,1,Tops
38,,4,0,Tops
31,,1,2,Tops
58,,5,1,Tops
46,,4,8,Tops
33,,5,3,Intimate
37,,3,3,Intimate
55,,4,0,Tops
38,,4,0,Intimate
53,,5,0,Tops
25,,4,1,Intimate
39,,4,0,Intimate
34,,5,6,Tops
52,,5,1,Tops
44,,5,0,Tops
52,,4,1,Intimate
35,,2,0,Tops
34,,5,4,Tops
53,,2,5,Dresses
53,,5,8,Tops
75,,2,1,Dresses
34,,4,2,Tops
51,,5,0,Tops
49,,5,0,Tops
62,,5,1,Tops
31,,5,7,Tops
64,,5,8,Intimate
39,,4,1,Tops
39,,4,3,Dresses
36,,5,0,Tops
33,,5,0,Dresses
24,,4,1,Intimate
36,,5,1,Tops
37,,3,1,Tops
22,,3,6,Dresses
24,,5,1,Tops
29,,3,0,Dresses
23,,5,3,Dresses
53,,5,1,Tops
35,,4,0,Tops
40,,5,1,Tops
25,,4,7,Dresses
62,,4,3,Tops
49,,5,0,Dresses
40,,1,6,Dresses
41,,2,3,Dresses
26,,4,2,Dresses
42,,5,0,Tops
57,,3,1,Tops
43,,1,0,Intimate
58,,5,3,Tops
57,,3,1,Dresses
49,,4,0,Tops
45,,5,1,Tops
62,,5,0,Dresses
28,,5,1,Tops
45,,5,2,Tops
52,,5,1,Intimate
39,,5,0,Dresses
39,,5,6,Intimate
45,,4,0,Tops
33,,5,1,Dresses
45,,2,6,Tops
47,,5,5,Dresses
44,,3,1,Dresses
65,,5,1,Tops
48,,5,1,Dresses
35,,3,3,Dresses
35,,5,0,Dresses
36,,5,1,Bottoms
41,,2,0,Dresses
57,,5,0,Bottoms
39,,3,0,Tops
67,,5,6,Bottoms
56,,4,1,Bottoms
29,,5,5,Dresses
49,,5,1,Bottoms
39,,5,1,Intimate
29,,5,0,Intimate
83,,5,0,Jackets
41,,4,7,Dresses
49,,5,2,Tops
48,,4,0,Bottoms
46,,4,0,Tops
51,,5,0,Dresses
27,,5,4,Bottoms
66,,4,0,Tops
28,,5,0,Bottoms
40,,2,1,Tops
60,,5,2,Dresses
60,,5,5,Dresses
39,,5,1,Dresses
45,,5,0,Bottoms
52,,5,0,Bottoms
60,,5,0,Bottoms
37,,5,0,Bottoms
48,,4,0,Bottoms
36,,4,4,Dresses
42,,3,0,Bottoms
39,,4,0,Dresses
44,,5,2,Tops
54,,5,4,Tops
47,,5,5,Dresses
35,,5,2,Bottoms
35,,5,0,Jackets
30,,3,0,Bottoms
29,,4,2,Dresses
46,,5,0,Bottoms
28,,4,0,Dresses
49,,5,1,Tops
32,,5,13,Jackets
32,,5,0,Intimate
37,,3,0,Bottoms
41,,5,0,Tops
38,,5,14,Tops
40,,5,8,Tops
26,,3,0,Dresses
34,,4,1,Tops
68,,5,0,Dresses
63,,5,0,Dresses
42,,5,27,Tops
37,,5,0,Tops
39,,5,0,Bottoms
42,,5,2,Dresses
69,,5,0,Jackets
41,,4,0,Dresses
20,,3,3,Dresses
58,,3,1,Dresses
33,,2,1,Dresses
29,,3,0,Dresses
39,,4,8,Bottoms
50,,3,1,Bottoms
39,,5,0,Bottoms
39,,5,1,Jackets
39,,5,0,Dresses
39,,4,0,Dresses
50,,2,0,Dresses
45,,5,0,Dresses
36,,5,0,Tops
47,,5,0,Dresses
46,,3,0,Tops
33,,5,0,Bottoms
37,,3,1,Dresses
37,,5,0,Dresses
36,,5,0,Bottoms
42,,5,0,Bottoms
51,,4,4,Dresses
60,,5,0,Jackets
29,,5,0,Dresses
32,,5,0,Dresses
65,,4,2,Tops
41,,5,0,Bottoms
38,,4,1,Tops
25,,5,0,Dresses
41,,5,0,Dresses
40,,4,0,Bottoms
38,,4,0,Bottoms
34,,5,0,Tops
43,,5,1,Jackets
46,,5,1,Jackets
49,,5,11,Bottoms
27,,5,3,Dresses
38,,5,0,Bottoms
57,,3,0,Bottoms
42,,5,1,Dresses
47,,2,0,Bottoms
36,,5,0,Dresses
41,,5,0,Dresses
23,,4,0,Dresses
49,,5,0,Dresses
52,,5,3,Bottoms
47,,5,0,Dresses
29,,4,0,Dresses
36,,5,2,Dresses
42,,5,0,Dresses
41,,4,0,Dresses
30,,5,0,Jackets
47,,5,0,Tops
41,,2,5,Dresses
28,,3,0,Dresses
39,,5,19,Dresses
33,,5,0,Tops
26,,5,0,Dresses
46,,3,42,Dresses
51,,5,10,Jackets
42,,2,2,Dresses
42,,5,5,Jackets
29,,5,0,Tops
26,,4,0,Dresses
41,,5,2,Dresses
31,,5,0,Dresses
23,,5,0,Tops
50,,5,10,Tops
52,,5,16,Bottoms
35,,3,1,Dresses
66,,5,0,Jackets
30,,5,2,Dresses
25,,4,1,Dresses
45,,3,0,Bottoms
55,,5,1,Jackets
63,,5,2,Dresses
53,,3,0,Bottoms
34,,5,0,Bottoms
41,,5,0,Tops
37,,5,1,Tops
39,,5,0,Dresses
39,,5,1,Tops
56,,5,0,Bottoms
52,,5,6,Jackets
55,,5,1,Dresses
38,,5,0,Bottoms
32,,3,0,Dresses
64,,5,3,Tops
53,,5,0,Jackets
44,,5,18,Dresses
59,,5,3,Jackets
35,,3,0,Dresses
38,,5,0,Tops
67,,5,0,Dresses
34,,5,1,Dresses
45,,4,3,Dresses
36,,3,4,Dresses
27,,4,0,Dresses
64,,5,10,Dresses
33,,5,0,Dresses
28,,3,0,Tops
48,,1,0,Dresses
63,,5,36,Dresses
41,,5,6,Dresses
27,,2,2,Dresses
33,,3,5,Dresses
44,,5,0,Bottoms
53,,5,10,Bottoms
38,,5,4,Bottoms
68,,4,0,Dresses
53,,5,3,Dresses
39,,5,2,Dresses
39,,4,0,Dresses
52,,4,1,Dresses
46,,5,0,Tops
43,,5,3,Dresses
48,,5,8,Dresses
40,,4,0,Dresses
27,,3,0,Dresses
61,,5,0,Dresses
44,,5,0,Dresses
67,,5,4,Bottoms
23,,4,0,Intimate
38,,4,4,Dresses
29,,5,0,Dresses
49,,4,0,Dresses
36,,2,2,Tops
42,,5,0,Dresses
56,,4,0,Dresses
54,,5,0,Dresses
24,,5,0,Tops
39,,4,0,Dresses
64,,3,5,Bottoms
44,,4,4,Dresses
32,,5,0,Bottoms
34,,5,0,Tops
26,,5,0,Dresses
56,,5,10,Dresses
25,,4,2,Dresses
23,,5,98,Dresses
64,,5,8,Dresses
42,,5,0,Dresses
45,,5,0,Dresses
50,,5,0,Dresses
50,,5,8,Tops
37,,4,1,Dresses
36,,5,0,Dresses
26,,5,0,Dresses
41,,5,15,Dresses
42,,5,0,Dresses
29,,5,0,Dresses
25,,5,0,Dresses
48,,5,1,Bottoms
41,,5,6,Dresses
45,,5,0,Dresses
38,,5,0,Dresses
38,,4,2,Tops
35,,5,0,Dresses
35,,5,0,Bottoms
47,,5,0,Dresses
29,,4,4,Dresses
62,,5,1,Dresses
37,,4,0,Dresses
24,,5,5,Dresses
19,,5,0,Dresses
47,,5,0,Bottoms
53,,5,0,Dresses
42,,5,1,Bottoms
39,,4,0,Dresses
44,,5,0,Bottoms
53,,4,0,Dresses
47,,5,1,Dresses
38,,4,0,Dresses
39,,5,1,Dresses
27,,4,0,Dresses
31,,4,0,Dresses
61,,4,0,Dresses
27,,5,57,Dresses
36,,5,0,Bottoms
48,,5,0,Bottoms
52,,5,0,Dresses
30,,5,0,Bottoms
74,,2,1,Dresses
30,,5,0,Dresses
36,,5,11,Tops
42,,5,0,Tops
38,,4,0,Bottoms
39,,4,14,Tops
49,,5,1,Tops
29,,5,1,Tops
50,,3,0,Tops
39,,3,0,Tops
34,,2,4,Tops
39,,5,1,Tops
29,,5,0,Tops
46,,4,0,Tops
26,,5,0,Tops
46,,4,0,Tops
66,,4,0,Tops
38,,3,1,Tops
39,,5,0,Tops
44,,4,0,Bottoms
35,,3,0,Tops
46,,5,0,Tops
38,,5,0,Bottoms
40,,5,0,Tops
73,,5,0,Tops
32,,5,0,Tops
31,,2,1,Tops
36,,3,0,Tops
63,,5,0,Tops
67,,5,0,Tops
38,,4,0,Tops
43,,5,0,Tops
66,,4,2,Intimate
38,,2,0,Tops
29,,5,2,Intimate
32,,4,0,Tops
48,,5,1,Bottoms
52,,4,0,Tops
60,,5,0,Tops
40,,3,0,Tops
26,,4,9,Tops
22,,2,4,Tops
45,,5,0,Tops
31,,4,0,Tops
59,,5,4,Bottoms
38,,5,5,Tops
38,,5,0,Tops
31,,4,4,Bottoms
74,,5,0,Tops
53,,5,5,Intimate
30,,4,0,Bottoms
70,,5,8,Tops
38,,5,6,Bottoms
41,,2,0,Tops
62,,5,7,Tops
39,,5,3,Bottoms
38,,2,2,Bottoms
38,,4,0,Tops
63,,5,0,Dresses
42,,3,0,Bottoms
23,,5,0,Bottoms
63,,5,0,Tops
33,,4,0,Dresses
42,,2,0,Bottoms
31,,5,0,Dresses
74,,5,4,Tops
24,,3,0,Dresses
32,,4,0,Bottoms
49,,2,0,Bottoms
47,,4,4,Bottoms
31,,3,1,Bottoms
56,,5,6,Bottoms
26,,5,4,Jackets
44,,5,1,Bottoms
47,,5,3,Tops
27,,5,1,Tops
27,,5,0,Tops
45,,5,1,Jackets
46,,5,4,Tops
22,,2,1,Bottoms
56,,4,6,Bottoms
49,,3,2,Bottoms
23,,3,15,Bottoms
38,,4,0,Tops
35,,5,4,Tops
54,,5,0,Tops
71,,5,0,Dresses
40,,4,4,Bottoms
24,,5,0,Tops
46,,4,0,Tops
30,,4,2,Intimate
49,,5,0,Bottoms
30,,1,1,Bottoms
29,,3,42,Bottoms
41,,5,1,Bottoms
40,,4,1,Intimate
38,,5,0,Bottoms
52,,5,0,Tops
56,,4,8,Bottoms
57,,3,28,Dresses
24,,5,11,Tops
47,,2,0,Tops
62,,2,6,Tops
54,,5,1,Jackets
48,,4,0,Tops
28,,5,0,Tops
44,,5,2,Tops
24,,5,4,Tops
33,,3,2,Tops
45,,3,6,Dresses
43,,5,0,Dresses
41,,5,0,Dresses
64,,5,0,Dresses
60,,4,16,Tops
34,,4,5,Tops
35,,2,2,Dresses
42,,2,6,Dresses
28,,5,0,Tops
38,,5,12,Tops
53,,5,5,Tops
37,,3,1,Dresses
31,,5,1,Dresses
40,,5,0,Dresses
41,,5,1,Dresses
82,,5,4,Dresses
26,,5,0,Dresses
29,,5,1,Dresses
66,,5,0,Intimate
29,,5,0,Jackets
31,,5,0,Tops
35,,5,0,Dresses
25,,5,0,Tops
32,,5,0,Intimate
39,,5,0,Dresses
39,,5,3,Dresses
61,,1,0,Dresses
44,,5,0,Dresses
64,,2,0,Jackets
44,,5,1,Dresses
36,,5,0,Tops
62,,4,5,Bottoms
20,,3,1,Tops
23,,2,10,Tops
35,,3,0,Dresses
46,,5,2,Tops
37,,5,0,Tops
55,,2,6,Dresses
27,,5,0,Tops
29,,5,3,Tops
49,,4,1,Dresses
35,,5,0,Dresses
46,,5,4,Dresses
46,,4,0,Dresses
53,,3,0,Tops
32,,2,34,Tops
40,,5,4,Dresses
45,,5,0,Trend
61,,5,5,Tops
27,,5,0,Tops
33,,4,0,Dresses
43,,4,0,Dresses
28,,5,0,Dresses
53,,5,0,Dresses
51,,5,0,Dresses
52,,5,3,Dresses
44,,5,2,Dresses
38,,4,0,Intimate
43,,4,4,Dresses
37,,5,0,Tops
35,,5,1,Dresses
31,,2,4,Bottoms
58,,4,0,Bottoms
40,,5,0,Jackets
46,,5,0,Jackets
36,,5,0,Tops
33,,2,3,Jackets
34,,4,0,Bottoms
57,,5,1,Tops
32,,4,5,Bottoms
34,,5,0,Bottoms
45,,4,0,Tops
54,,5,0,Jackets
53,,5,3,Dresses
64,,5,0,Dresses
65,,4,1,Jackets
26,,3,1,Dresses
60,,5,0,Jackets
38,,3,1,Jackets
42,,5,5,Dresses
20,,5,0,Jackets
35,,5,1,Tops
41,,5,6,Intimate
51,,5,2,Bottoms
34,,3,0,Bottoms
32,,5,1,Jackets
35,,5,0,Bottoms
36,,3,28,Tops
54,,3,0,Tops
32,,5,2,Intimate
57,,4,1,Dresses
42,,2,0,Intimate
63,,4,0,Bottoms
29,,3,0,Dresses
49,,2,4,Jackets
55,,5,0,Bottoms
65,,5,10,Tops
65,,3,6,Dresses
26,,5,0,Intimate
68,,5,0,Tops
26,,5,0,Dresses
25,,5,18,Dresses
64,,5,0,Tops
51,,1,1,Dresses
29,,5,0,Dresses
33,,5,1,Dresses
28,,5,5,Dresses
38,,5,16,Tops
29,,3,1,Tops
34,,2,1,Tops
30,,5,0,Tops
29,,5,0,Dresses
40,,4,0,Tops
43,,4,0,Dresses
68,,5,0,Tops
54,,4,1,Tops
44,,5,0,Dresses
23,,5,0,Tops
30,,4,1,Tops
34,,4,0,Dresses
28,,2,0,Tops
63,,5,1,Tops
29,,2,0,Tops
44,,3,0,Tops
36,,5,0,Dresses
29,,4,3,Bottoms
33,,4,0,Dresses
42,,5,4,Bottoms
42,,4,1,Dresses
26,,5,0,Bottoms
29,,5,0,Bottoms
63,,2,2,Tops
38,,3,1,Tops
27,,5,1,Bottoms
34,,4,0,Dresses
33,,5,1,Tops
44,,5,0,Tops
31,,2,1,Tops
68,,5,1,Bottoms
38,,4,5,Tops
58,,4,0,Dresses
51,,2,2,Dresses
42,,3,0,Bottoms
26,,2,20,Dresses
26,,5,0,Tops
28,,5,0,Tops
25,,5,3,Tops
69,,4,0,Bottoms
47,,3,3,Dresses
51,,5,4,Bottoms
69,,4,3,Bottoms
38,,2,1,Tops
58,,5,3,Dresses
49,,4,9,Tops
48,,5,1,Bottoms
35,,5,0,Dresses
36,,4,0,Tops
31,,5,0,Bottoms
45,,5,0,Tops
32,,5,0,Dresses
39,,5,0,Tops
57,,5,7,Dresses
36,,2,1,Tops
40,,2,0,Dresses
30,,5,0,Dresses
41,,4,1,Tops
57,,3,0,Dresses
27,,3,0,Tops
39,,5,0,Bottoms
26,,3,3,Tops
27,,4,0,Tops
38,,5,0,Bottoms
57,,5,0,Bottoms
29,,5,1,Dresses
38,,4,1,Dresses
32,,5,2,Dresses
35,,5,12,Tops
41,,5,0,Tops
63,,5,2,Dresses
46,,5,4,Dresses
32,,1,5,Dresses
41,,3,25,Dresses
63,,2,3,Dresses
53,,2,0,Tops
28,,5,0,Dresses
63,,2,1,Dresses
39,,4,1,Dresses
54,,5,0,Dresses
37,,5,5,Dresses
47,,3,3,Dresses
38,,5,1,Dresses
44,,5,1,Dresses
43,,4,1,Dresses
41,,5,1,Dresses
36,,4,6,Dresses
35,,4,3,Dresses
60,,1,2,Dresses
41,,4,9,Tops
78,,2,2,Dresses
35,,5,5,Bottoms
37,,5,7,Dresses
43,,3,3,Dresses
40,,5,2,Dresses
37,,1,0,Tops
38,,5,0,Tops
33,,5,2,Intimate
35,,5,1,Dresses
31,,5,1,Tops
60,,5,0,Tops
39,,4,0,Tops
35,,5,0,Dresses
31,,1,0,Tops
67,,3,5,Tops
26,,3,1,Dresses
40,,5,17,Tops
45,,2,14,Dresses
40,,5,3,Dresses
33,,1,0,Dresses
30,,3,4,Dresses
72,,2,0,Tops
41,,5,1,Dresses
44,,4,1,Dresses
43,,1,0,Dresses
38,,3,3,Tops
48,,1,0,Dresses
50,,5,0,Jackets
55,,5,1,Dresses
61,,5,7,Dresses
35,,5,1,Dresses
40,,5,2,Dresses
36,,3,0,Tops
33,,5,1,Dresses
34,,5,0,Dresses
39,,5,2,Dresses
62,,5,2,Dresses
24,,5,5,Dresses
66,,5,0,Tops
41,,5,3,Dresses
54,,5,2,Dresses
38,,2,10,Dresses
28,,4,1,Dresses
64,,3,31,Dresses
60,,5,3,Dresses
33,,5,2,Dresses
63,,5,22,Dresses
28,,3,1,Dresses
49,,5,1,Dresses
33,,2,8,Dresses
48,,2,0,Dresses
26,,3,0,Dresses
52,,5,8,Dresses
25,,5,1,Dresses
50,,5,3,Dresses
53,,4,0,Dresses
33,,4,7,Dresses
49,,5,2,Intimate
38,,3,0,Dresses
34,,3,1,Dresses
51,,3,1,Dresses
37,,5,1,Dresses
65,,5,3,Dresses
44,,2,12,Dresses
50,,4,0,Tops
44,,5,0,Dresses
45,,5,1,Dresses
32,,4,0,Dresses
40,,3,12,Dresses
33,,5,2,Tops
53,,5,1,Dresses
36,,2,2,Dresses
26,,3,3,Intimate
64,,5,0,Dresses
43,,5,1,Dresses
32,,3,1,Dresses
62,,3,2,Tops
39,,5,0,Dresses
43,,3,2,Dresses
42,,5,1,Bottoms
45,,1,0,Dresses
53,,5,7,Tops
33,,4,1,Bottoms
55,,2,4,Bottoms
52,,3,0,Intimate
47,,4,4,Tops
38,,5,0,Bottoms
51,,1,1,Jackets
34,,4,7,Dresses
33,,5,0,Bottoms
39,,5,20,Bottoms
54,,1,4,Dresses
50,,4,3,Intimate
74,,5,3,Tops
35,,5,0,Bottoms
21,,1,6,Intimate
44,,5,2,Tops
38,,1,11,Dresses
41,,5,2,Tops
41,,4,1,Tops
51,,5,1,Bottoms
40,,2,0,Intimate
47,,5,8,Bottoms
55,,5,1,Bottoms
44,,5,9,Tops
37,,4,2,Dresses
60,,5,3,Tops
49,,4,0,Bottoms
49,,5,0,Tops
34,,4,0,Tops
56,,4,0,Tops
26,,4,5,Jackets
33,,5,0,Dresses
33,,5,0,Bottoms
55,,4,1,Tops
65,,5,0,Tops
33,,4,4,Bottoms
48,,5,0,Tops
62,,4,0,Bottoms
45,,5,2,Tops
34,,4,24,Tops
56,,5,6,Tops
60,,5,11,Jackets
46,,5,3,Tops
36,,3,1,Bottoms
38,,2,2,Tops
68,,4,0,Bottoms
37,,4,0,Tops
47,,5,0,Tops
42,,4,2,Tops
62,,4,0,Tops
51,,5,0,Dresses
34,,5,0,Dresses
23,,5,0,Tops
39,,4,1,Tops
33,,5,0,Tops
26,,4,0,Dresses
42,,3,0,Tops
23,,4,0,Dresses
46,,2,0,Tops
49,,2,0,Dresses
49,,3,0,Dresses
36,,4,0,Tops
40,,5,0,Dresses
39,,5,4,Tops
41,,4,1,Bottoms
44,,4,5,Tops
27,,5,4,Tops
53,,5,2,Tops
41,,5,0,Tops
52,,3,1,Dresses
35,,4,0,Dresses
45,,5,2,Tops
56,,4,1,Dresses
50,,5,0,Dresses
43,,5,1,Bottoms
23,,5,0,Tops
30,,3,1,Dresses
33,,5,5,Tops
42,,5,1,Dresses
46,,5,0,Dresses
50,,5,0,Dresses
45,,5,0,Dresses
50,,4,0,Dresses
46,,4,0,Dresses
24,,4,0,Tops
54,,4,0,Tops
46,,5,0,Tops
35,,2,5,Tops
37,,4,1,Tops
25,,5,0,Tops
26,,5,28,Dresses
32,,1,0,Dresses
52,,5,1,Dresses
24,,5,0,Dresses
45,,5,6,Tops
30,,5,1,Tops
34,,4,0,Tops
24,,3,0,Dresses
37,,5,0,Dresses
25,,5,0,Tops
28,,5,0,Dresses
27,,4,1,Dresses
44,,5,0,Tops
56,,4,4,Dresses
23,,4,1,Dresses
27,,4,0,Bottoms
46,,5,0,Dresses
26,,5,0,Dresses
30,,4,1,Dresses
26,,5,3,Dresses
29,,5,5,Dresses
39,,5,5,Bottoms
33,,4,0,Dresses
73,,5,0,Dresses
45,,4,0,Dresses
28,,4,6,Jackets
31,,4,0,Dresses
40,,4,1,Bottoms
45,,5,0,Bottoms
37,,5,7,Tops
32,,2,0,Dresses
59,,5,1,Tops
57,,1,1,Dresses
41,,4,0,Tops
25,,3,2,Dresses
46,,3,1,Tops
42,,2,0,Tops
20,,3,0,Tops
45,,4,0,Dresses
43,,5,3,Dresses
43,,4,9,Tops
36,,5,2,Tops
65,,5,0,Dresses
49,,5,1,Dresses
37,,4,0,Dresses
23,,5,14,Dresses
49,,5,1,Dresses
24,,5,0,Dresses
55,,5,1,Tops
32,,5,0,Dresses
33,,4,0,Dresses
42,,5,3,Tops
36,,2,3,Tops
23,,4,0,Dresses
35,,4,1,Dresses
39,,5,0,Dresses
36,,5,0,Bottoms
63,,5,2,Tops
26,,5,2,Tops
34,,5,0,Tops
62,,5,1,Dresses
57,,4,10,Tops
32,,5,0,Jackets
37,,5,1,Dresses
72,,5,0,Tops
35,,5,2,Dresses
39,,5,0,Dresses
33,,5,0,Dresses
59,,5,2,Bottoms
37,,5,0,Tops
44,,4,4,Tops
36,,2,0,Dresses
49,,5,0,Tops
50,,4,0,Dresses
24,,5,10,Dresses
55,,3,0,Tops
31,,4,0,Dresses
37,,5,0,Dresses
38,,4,0,Tops
29,,5,0,Dresses
67,,4,0,Dresses
46,,5,0,Tops
63,,5,0,Bottoms
26,,5,0,Tops
60,,4,2,Dresses
65,,5,3,Tops
42,,3,5,Tops
35,,5,8,Bottoms
29,,5,2,Bottoms
30,,3,1,Dresses
45,,4,0,Dresses
40,,5,0,Bottoms
34,,5,3,Bottoms
34,,4,0,Dresses
26,,3,0,Tops
30,,4,1,Bottoms
65,,5,0,Tops
26,,3,0,Bottoms
36,,5,1,Bottoms
46,,4,2,Tops
47,,4,2,Tops
37,,4,4,Dresses
58,,3,0,Dresses
44,,5,8,Dresses
55,,5,17,Tops
54,,5,4,Tops
72,,5,0,Dresses
38,,4,1,Dresses
38,,5,2,Dresses
54,,5,0,Tops
34,,4,0,Tops
21,,5,0,Tops
42,,2,10,Dresses
39,,5,0,Dresses
38,,5,1,Dresses
48,,4,0,Tops
48,,4,0,Tops
48,,5,0,Tops
35,,4,0,Dresses
52,,5,2,Dresses
34,,3,2,Dresses
51,,5,2,Tops
68,,4,0,Bottoms
41,,4,0,Dresses
46,,5,2,Tops
48,,5,0,Tops
32,,1,2,Dresses
24,,4,0,Jackets
54,,2,0,Intimate
54,,4,4,Tops
50,,5,1,Intimate
48,,4,4,Tops
30,,5,3,Intimate
60,,4,3,Bottoms
36,,3,7,Dresses
42,,5,0,Dresses
35,,4,0,Bottoms
25,,5,0,Dresses
33,,3,0,Dresses
26,,5,0,Bottoms
34,,5,0,Bottoms
54,,5,0,Bottoms
52,,5,0,Dresses
26,,4,4,Bottoms
41,,3,2,Tops
24,,4,7,Tops
57,,5,0,Tops
38,,2,2,Tops
41,,5,1,Intimate
39,,5,7,Bottoms
48,,5,8,Tops
49,,5,1,Bottoms
40,,4,0,Bottoms
54,,3,1,Tops
44,,2,0,Tops
53,,5,1,Tops
39,,5,0,Bottoms
47,,3,2,Bottoms
57,,5,0,Dresses
32,,5,7,Bottoms
62,,5,0,Intimate
41,,5,0,Bottoms
31,,1,6,Bottoms
66,,4,0,Trend
20,,4,0,Bottoms
39,,3,22,Tops
69,,3,3,Bottoms
38,,5,3,Tops
70,,4,1,Intimate
32,,5,2,Dresses
64,,5,2,Bottoms
36,,5,6,Bottoms
60,,3,6,Tops
34,,5,0,Dresses
44,,3,51,Dresses
45,,2,2,Dresses
52,,5,31,Dresses
38,,5,6,Bottoms
43,,5,9,Dresses
31,,4,0,Dresses
57,,3,31,Intimate
38,,3,10,Tops
38,,5,1,Dresses
29,,2,0,Dresses
64,,5,25,Dresses
54,,5,0,Tops
33,,5,0,Bottoms
38,,5,1,Bottoms
48,,5,1,Bottoms
30,,1,0,Intimate
48,,4,0,Tops
41,,5,0,Intimate
35,,5,2,Tops
29,,5,0,Tops
29,,5,1,Intimate
46,,2,0,Tops
56,,3,0,Dresses
60,,2,7,Tops
45,,4,0,Dresses
31,,5,2,Dresses
62,,4,1,Tops
63,,5,0,Intimate
35,,5,0,Tops
65,,5,1,Tops
40,,5,0,Intimate
34,,5,1,Tops
47,,4,1,Dresses
38,,1,0,Intimate
21,,5,6,Tops
35,,5,3,Tops
59,,5,1,Intimate
53,,5,1,Intimate
49,,5,3,Intimate
46,,3,4,Tops
41,,5,2,Tops
26,,5,1,Intimate
48,,5,1,Intimate
61,,1,0,Dresses
27,,2,20,Tops
50,,3,0,Tops
32,,5,0,Tops
42,,1,0,Dresses
31,,5,0,Tops
25,,5,1,Intimate
71,,5,1,Tops
59,,5,2,Tops
33,,5,3,Tops
40,,5,0,Tops
36,,4,1,Dresses
38,,4,2,Tops
43,,3,4,Tops
48,,5,0,Dresses
26,,4,2,Tops
66,,3,6,Intimate
54,,5,3,Tops
37,,5,0,Intimate
64,,5,11,Tops
44,,2,0,Tops
34,,2,20,Tops
27,,4,1,Intimate
62,,5,0,Bottoms
67,,5,0,Tops
44,,4,0,Tops
56,,4,2,Tops
42,,5,1,Tops
53,,1,0,Dresses
55,,5,0,Tops
47,,2,2,Dresses
37,,5,0,Tops
68,,5,0,Tops
20,,5,1,Tops
39,,4,2,Tops
53,,4,0,Dresses
56,,5,0,Dresses
46,,5,0,Dresses
31,,5,0,Bottoms
39,,5,0,Tops
29,,5,1,Tops
50,,5,1,Dresses
32,,5,1,Intimate
55,,5,0,Tops
25,,4,1,Tops
51,,5,0,Tops
40,,4,0,Tops
46,,5,10,Intimate
27,,5,0,Intimate
44,,5,4,Intimate
56,,5,0,Tops
46,,4,2,Intimate
56,,4,0,Intimate
34,,5,0,Dresses
69,,5,0,Tops
47,,5,13,Dresses
43,,5,0,Tops
31,,4,1,Intimate
39,,5,20,Intimate
40,,4,0,Dresses
21,,5,19,Tops
29,,5,4,Dresses
67,,5,0,Tops
36,,5,0,Tops
33,,1,0,Tops
22,,5,1,Bottoms
34,,3,10,Dresses
36,,5,0,Intimate
56,,5,0,Tops
46,,5,0,Tops
31,,5,5,Intimate
53,,4,0,Tops
51,,5,19,Tops
45,,5,2,Dresses
51,,4,2,Intimate
44,,5,3,Intimate
30,,5,0,Dresses
41,,5,4,Tops
34,,5,5,Bottoms
62,,5,0,Intimate
66,,5,1,Tops
38,,5,0,Tops
39,,5,10,Dresses
39,,5,0,Tops
60,,2,0,Tops
46,,4,2,Intimate
41,,5,0,Tops
26,,5,3,Bottoms
24,,5,4,Dresses
49,,5,0,Dresses
39,,4,0,Tops
39,,4,0,Tops
35,,5,0,Tops
54,,5,0,Dresses
39,,4,0,Dresses
31,,4,10,Dresses
34,,4,3,Dresses
52,,3,3,Tops
41,,3,0,Tops
47,,5,0,Dresses
37,,5,5,Bottoms
39,,5,1,Dresses
45,,5,9,Jackets
37,,5,0,Tops
38,,2,3,Dresses
44,,2,0,Tops
45,,4,6,Tops
30,,2,0,Intimate
49,,4,0,Dresses
44,,5,2,Bottoms
69,,5,1,Tops
58,,5,4,Tops
37,,4,0,Tops
34,,4,0,Dresses
60,,5,0,Tops
34,,2,4,Jackets
51,,5,0,Dresses
28,,5,0,Intimate
31,,3,3,Tops
63,,5,1,Dresses
60,,4,3,Dresses
32,,3,8,Dresses
28,,5,0,Dresses
42,,4,1,Tops
23,,5,0,Tops
49,,4,1,Tops
39,,3,0,Tops
45,,2,8,Tops
65,,5,6,Tops
33,,4,0,Intimate
34,,5,0,Tops
48,,4,0,Tops
35,,5,0,Dresses
59,,5,1,Bottoms
74,,2,6,Tops
33,,2,6,Tops
49,,5,10,Dresses
51,,4,1,Dresses
59,,5,14,Jackets
41,,3,3,Tops
49,,3,1,Tops
48,,3,3,Dresses
54,,5,2,Tops
50,,5,19,Jackets
31,,2,5,Jackets
39,,5,0,Intimate
47,,5,0,Intimate
52,,3,2,Jackets
44,,3,3,Tops
40,,5,2,Bottoms
49,,2,4,Tops
49,,4,11,Tops
32,,5,0,Bottoms
46,,5,3,Intimate
57,,5,3,Tops
38,,3,0,Intimate
50,,5,5,Bottoms
42,,4,0,Bottoms
23,,4,0,Intimate
35,,5,0,Tops
54,,4,5,Tops
48,,5,0,Bottoms
46,,3,6,Bottoms
35,,1,3,Tops
35,,4,0,Bottoms
37,,5,0,Bottoms
46,,3,3,Dresses
39,,5,2,Dresses
38,,4,0,Jackets
58,,5,3,Dresses
45,,5,7,Dresses
